stop_name,mainTrafficType,lat,lon
"Bojanovice,Rest.",bus,49.85371,14.3524389
"Bojanovice,Senešnice",bus,49.8285179,14.3079605
Bojasova,bus,50.13259,14.4624643
Bojov,train,49.88018,14.3487768
Boletická,bus,50.1327324,14.5137024
Bolevecká,bus,50.0430336,14.5550671
Boloňská,bus,50.047184,14.5557
Boreč,bus,50.406044,14.7338972
"Boreč,cihelna",bus,50.4130173,14.7391682
"Boreč,na křižovatce",bus,50.40917,14.7300224
"Boreč,Žebice",bus,50.413517,14.7134056
Borek,bus,50.22506,14.6527405
Borotice,bus,49.73499,14.2786074
"Borotice,Čelina",bus,49.7324562,14.3256073
"Borotice,Čelina,rozc.",bus,49.7315826,14.3199787
"Borotice,Dražetice",bus,49.74518,14.29585
"Borotice,Dražetice,rozc.",bus,49.736763,14.3037834
"Borotice,Hubenov",bus,49.7266273,14.2909756
"Borotice,Cholín",bus,49.7186241,14.3297091
"Borotice,rozc.",bus,49.73365,14.2943945
"Borotice,Rozc.Smilovice",bus,49.7255058,14.3305578
"Borotice,u lípy",bus,49.73486,14.2832527
Borotín,bus,49.50602,14.6129236
"Borotín,Kamenná Lhota,rozc.1.0",bus,49.51372,14.5925808
"Borotín,Libenice,rozc.0.8",bus,49.5236053,14.5759258
"Borotín,Sychrov,rozc.Boratkov",bus,49.5168877,14.5829144
"Borotín,škola",bus,49.50398,14.6164408
Borovnice,bus,49.64831,15.018672
"Borovnice,rozc.",bus,49.6487427,15.0132637
Borovno,bus,49.6208344,13.6911087
Bořanovice,bus,50.1772346,14.4844608
"Bořanovice,Náves",bus,50.177906,14.4786015
Bořislavka,metroA,50.0985222,14.36455
Boseň,bus,50.5041275,15.0227509
"Boseň,Mužský",bus,50.5221443,15.0418634
"Boseň,pod Valečovem",bus,50.5085678,15.0237646
"Boseň,Zápudov",bus,50.5165253,15.0363312
"Boseň,Zásadka",bus,50.5144,15.0258465
Bošice,train,50.01525,15.0153465
Botanická zahrada,tram,50.0705,14.4196062
Botanická zahrada Malešice,bus,50.0886726,14.5138617
Botanická zahrada Troja,bus,50.11897,14.4099007
Brambory,bus,49.9778481,15.4704084
"Brambory,Koukalka",bus,49.9749527,15.4753294
"Brandýs n.L.-St.Bol.,Aut.st.",bus,50.19782,14.67851
"Brandýs n.L.-St.Bol.,Baumit",bus,50.17602,14.6653538
"Brandýs n.L.-St.Bol.,Brázdimská",bus,50.1879539,14.6492519
"Brandýs n.L.-St.Bol.,Continental",bus,50.17625,14.6585016
"Brandýs n.L.-St.Bol.,Dům peč.služby",bus,50.1913033,14.6558218
"Brandýs n.L.-St.Bol.,Fakulta",bus,50.18423,14.6680641
"Brandýs n.L.-St.Bol.,Kasárna",bus,50.2067032,14.6929483
"Brandýs n.L.-St.Bol.,Královice",bus,50.17924,14.686594
"Brandýs n.L.-St.Bol.,Most",bus,50.190094,14.6678925
"Brandýs n.L.-St.Bol.,Na Panském",bus,50.2037773,14.6886873
"Brandýs n.L.-St.Bol.,Na Radosti",bus,50.1831169,14.6771364
"Brandýs n.L.-St.Bol.,Nádr.",bus,50.18324,14.65666
"Brandýs n.L.-St.Bol.,Nám.",bus,50.18577,14.6603413
"Brandýs n.L.-St.Bol.,Nem.",bus,50.18859,14.6527061
"Brandýs n.L.-St.Bol.,Pekárny",bus,50.17888,14.670064
"Brandýs n.L.-St.Bol.,Popovice",bus,50.177948,14.6249819
"Brandýs n.L.-St.Bol.,Pražská",bus,50.18328,14.65755
"Brandýs n.L.-St.Bol.,Proboštská jezera",bus,50.206955,14.6631823
"Brandýs n.L.-St.Bol.,Rychta",bus,50.18858,14.6565018
"Brandýs n.L.-St.Bol.,Sídl.u nádr.",bus,50.18538,14.6521387
"Brandýs n.L.-St.Bol.,Sídliště",bus,50.2015839,14.6857767
"Brandýs n.L.-St.Bol.,Sokolovská",bus,50.1945763,14.6892748
"Brandýs n.L.-St.Bol.,Škola",bus,50.19689,14.6826124
"Brandýs n.L.-St.Bol.,Školní",bus,50.19698,14.6779795
"Brandýs n.L.-St.Bol.,U Brány",bus,50.1948776,14.6734114
"Brandýs n.L.-St.Bol.,U Hřbitova",bus,50.1999321,14.679697
"Brandýs n.L.-St.Bol.,U Křížku",bus,50.1934624,14.6531868
"Brandýs n.L.-St.Bol.,U Soudu",bus,50.1854057,14.66396
"Brandýs n.L.-St.Bol.,V Olšinkách",bus,50.1861153,14.6485853
"Brandýs n.L.-St.Bol.,Vosí hnízdo",bus,50.1939163,14.700675
"Brandýs n.L.-St.Bol.,Vrábí",bus,50.1778679,14.653801
"Brandýs n.L.-St.Bol.,Výletní",bus,50.1809959,14.6482267
"Brandýs n.L.-St.Bol.,Zahradní Město",bus,50.1746063,14.649457
"Brandýs n.L.-St.Bol.,Žel.st.",bus,50.20967,14.6918945
Brandýs nad Labem,train,50.1834564,14.6552324
Brandýs nad Labem-Zápská,train,50.1836052,14.6649771
Brandýs nad Labem zast.,train,50.1803551,14.67804
Brandýsek,bus,50.18882,14.1608992
"Brandýsek,Olšany",bus,50.18718,14.1541367
"Brandýsek,škola",bus,50.1887169,14.1582193
"Brandýsek,u kina",bus,50.18822,14.1626463
"Brandýsek,žel.st.",bus,50.185257,14.171258
Branické náměstí,bus,50.0347252,14.4140663
Branov,bus,50.01231,13.8436337
"Branov,háj.",bus,50.0030975,13.8544779
"Branov,pod ohradou",bus,50.00912,13.8456745
Branžež,bus,50.507946,15.06248
"Branžež,na křižovatce",bus,50.50503,15.057251
"Branžež,Nová Ves",bus,50.50325,15.0688343
"Branžež,Nová Ves,na kopečku",bus,50.5043259,15.0630159
"Branžež,Zakopaná",bus,50.5117874,15.0772533
Braškov,bus,50.10132,14.100914
"Braškov,Toskánka",bus,50.105587,14.10623
"Braškov,Valdek",bus,50.098156,14.0874023
Bratčice,bus,49.8549232,15.4300156
"Bratčice,křiž.",bus,49.8586121,15.4478779
"Bratčice,rozc.Potěhy",bus,49.85578,15.426899
"Bratčice,u mostu",bus,49.85214,15.4286318
Bratkovice,bus,49.7418442,14.0001907
"Bratkovice,Dominikální Paseky",bus,49.7513657,13.9968042
"Bratkovice,Dominikální Paseky,rozc.",bus,49.7572441,14.0093117
Bratronice,bus,50.0680046,14.0153332
"Bratronice,Dolní Bezděkov",bus,50.08453,14.0351934
"Bratronice,křižovatka",bus,50.06894,14.01919
"Bratronice,Mostecký Mlýn",bus,50.0733337,14.0424862
"Bratronice,odb.Mostecký Mlýn",bus,50.0804329,14.0341148
Bratřínov,bus,49.8426437,14.3403654
Braunova,tram,50.061882,14.4025393
"Brázdim,Nový Brázdim",bus,50.182785,14.5853014
"Brázdim,Rozc.Veliký Brázdim",bus,50.1910324,14.5827179
"Brázdim,Starý Brázdim",bus,50.1823654,14.5894041
Brechtova,bus,50.0355339,14.5172462
Breitcetlova,bus,50.10606,14.5749159
Brňany,bus,50.481472,14.1417656
"Brňany,záv.",bus,50.4878235,14.1460161
"Brniště,Luhov,křiž.",bus,50.7082748,14.7574883
"Brodce,Cukrovarská",bus,50.3230934,14.8661909
"Brodce,Obecní úřad",bus,50.3306541,14.8679447
"Brodce,sokolovna",bus,50.3280029,14.865757
"Brodce,škola",bus,50.3334961,14.8679142
Brodec,bus,50.29346,13.796916
"Brodec,rozc.2.0",bus,50.30177,13.8209906
Brodecká,bus,50.0887642,14.3233891
Brodského,bus,50.03855,14.5032673
"Broumy,Bušohrad",bus,49.9457741,13.81385
"Broumy,Kolna",bus,49.94241,13.9023981
"Broumy,Luh rozc.",bus,49.9643631,13.8538837
"Broumy,radnice",bus,49.9547462,13.8525095
"Broumy,škola",bus,49.9513969,13.8555012
"Broumy,U dvora",bus,49.95937,13.8434238
Brozany n.Ohří,bus,50.4542236,14.1462164
"Brozany n.Ohří,křiž.",bus,50.45823,14.1370993
Brumlovka,bus,50.0480957,14.45506
Bruselská,tram,50.07313,14.4333019
Brusnice,tram,50.0929756,14.3917332
Bryksova,bus,50.1022835,14.5790424
Břeclavská,bus,50.0957832,14.54606
Břetislavka,bus,50.12324,14.389533
Břevnovská,bus,50.0856628,14.3650436
